date,ccaa,pcr,pcr_ia_14
2021-09-04,Andalucía,NA,NA
2021-09-04,Aragón,NA,NA
2021-09-04,Asturias,NA,NA
2021-09-04,Baleares,NA,NA
2021-09-04,Canarias,NA,NA
2021-09-04,Cantabria,NA,NA
2021-09-04,C. La Mancha,NA,NA
2021-09-04,C. León,NA,NA
2021-09-04,Cataluña,NA,NA
2021-09-04,Ceuta,NA,NA
2021-09-04,C. Valenciana,NA,NA
2021-09-04,Extremadura,NA,NA
2021-09-04,Galicia,NA,NA
2021-09-04,Madrid,NA,NA
2021-09-04,Melilla,NA,NA
2021-09-04,Murcia,NA,NA
2021-09-04,Navarra,NA,NA
2021-09-04,País Vasco,NA,NA
2021-09-04,La Rioja,NA,NA
2021-09-05,Andalucía,NA,NA
2021-09-05,Aragón,NA,NA
2021-09-05,Asturias,NA,NA
2021-09-05,Baleares,NA,NA
2021-09-05,Canarias,NA,NA
2021-09-05,Cantabria,NA,NA
2021-09-05,C. La Mancha,NA,NA
2021-09-05,C. León,NA,NA
2021-09-05,Cataluña,NA,NA
2021-09-05,Ceuta,NA,NA
2021-09-05,C. Valenciana,NA,NA
2021-09-05,Extremadura,NA,NA
2021-09-05,Galicia,NA,NA
2021-09-05,Madrid,NA,NA
2021-09-05,Melilla,NA,NA
2021-09-05,Murcia,NA,NA
2021-09-05,Navarra,NA,NA
2021-09-05,País Vasco,NA,NA
2021-09-05,La Rioja,NA,NA
2021-09-06,Andalucía,790862,167.67
2021-09-06,Aragón,158631,198.89
2021-09-06,Asturias,70529,70.28
2021-09-06,Baleares,97090,204.35
2021-09-06,Canarias,92847,107.72
2021-09-06,Cantabria,45105,235.2
2021-09-06,C. La Mancha,233337,227.46
2021-09-06,C. León,296836,167.02
2021-09-06,Cataluña,898290,162.78
2021-09-06,Ceuta,7339,349.16
2021-09-06,C. Valenciana,504388,135.98
2021-09-06,Extremadura,101103,315.04
2021-09-06,Galicia,184211,184.73
2021-09-06,Madrid,880529,195.92
2021-09-06,Melilla,10717,407.69
2021-09-06,Murcia,138489,174.49
2021-09-06,Navarra,81768,183.91
2021-09-06,País Vasco,255903,235.49
2021-09-06,La Rioja,39138,204.12
2021-09-07,Andalucía,791193,152.52
2021-09-07,Aragón,158758,192.95
2021-09-07,Asturias,70549,63.8
2021-09-07,Baleares,97211,190.86
2021-09-07,Canarias,92958,102.9
2021-09-07,Cantabria,45165,212.04
2021-09-07,C. La Mancha,233650,216.7
2021-09-07,C. León,297031,153.74
2021-09-07,Cataluña,900596,130.84
2021-09-07,Ceuta,7350,301.66
2021-09-07,C. Valenciana,504746,122.3
2021-09-07,Extremadura,101223,282.52
2021-09-07,Galicia,184389,172.85
2021-09-07,Madrid,881222,183.12
2021-09-07,Melilla,10751,393.91
2021-09-07,Murcia,138640,164.7
2021-09-07,Navarra,81834,178.46
2021-09-07,País Vasco,256215,224.81
2021-09-07,La Rioja,39159,188.49
2021-09-08,Andalucía,791877,138.21
2021-09-08,Aragón,158931,180.16
2021-09-08,Asturias,70577,59.78
2021-09-08,Baleares,97370,184.29
2021-09-08,Canarias,93085,96.97
2021-09-08,Cantabria,45230,202.61
2021-09-08,C. La Mancha,233881,197.14
2021-09-08,C. León,297292,143.05
2021-09-08,Cataluña,902243,130.76
2021-09-08,Ceuta,7371,305.22
2021-09-08,C. Valenciana,505176,112.21
2021-09-08,Extremadura,101375,256.49
2021-09-08,Galicia,184586,158.86
2021-09-08,Madrid,882120,171.65
2021-09-08,Melilla,10772,387.02
2021-09-08,Murcia,138791,152.79
2021-09-08,Navarra,81878,170.45
2021-09-08,País Vasco,256522,209.14
2021-09-08,La Rioja,39181,175.05
2021-09-09,Andalucía,792698,126.53
2021-09-09,Aragón,159047,168.95
2021-09-09,Asturias,70599,56.83
2021-09-09,Baleares,97503,170.46
2021-09-09,Canarias,93233,93.84
2021-09-09,Cantabria,45288,190.08
2021-09-09,C. La Mancha,234192,184.09
2021-09-09,C. León,297407,128.69
2021-09-09,Cataluña,903454,129.71
2021-09-09,Ceuta,7386,267.21
2021-09-09,C. Valenciana,505577,103.95
2021-09-09,Extremadura,101438,227.54
2021-09-09,Galicia,184757,143.76
2021-09-09,Madrid,882840,159.32
2021-09-09,Melilla,10783,356.01
2021-09-09,Murcia,138890,142.2
2021-09-09,Navarra,81957,168.18
2021-09-09,País Vasco,256775,195.99
2021-09-09,La Rioja,39197,156.29
2021-09-10,Andalucía,793389,116.52
2021-09-10,Aragón,159186,162.93
2021-09-10,Asturias,70618,51.24
2021-09-10,Baleares,97651,164.06
2021-09-10,Canarias,93345,89.34
2021-09-10,Cantabria,45352,185.28
2021-09-10,C. La Mancha,234475,171.62
2021-09-10,C. León,297571,118.79
2021-09-10,Cataluña,904560,125.24
2021-09-10,Ceuta,7396,248.21
2021-09-10,C. Valenciana,505932,94.65
2021-09-10,Extremadura,101528,203.29
2021-09-10,Galicia,184929,131.13
2021-09-10,Madrid,883491,148.2
2021-09-10,Melilla,10797,333.04
2021-09-10,Murcia,139000,136.24
2021-09-10,Navarra,82003,161.07
2021-09-10,País Vasco,257013,183.79
2021-09-10,La Rioja,39225,145.04
2021-09-11,Andalucía,NA,NA
2021-09-11,Aragón,NA,NA
2021-09-11,Asturias,NA,NA
2021-09-11,Baleares,NA,NA
2021-09-11,Canarias,NA,NA
2021-09-11,Cantabria,NA,NA
2021-09-11,C. La Mancha,NA,NA
2021-09-11,C. León,NA,NA
2021-09-11,Cataluña,NA,NA
2021-09-11,Ceuta,NA,NA
2021-09-11,C. Valenciana,NA,NA
2021-09-11,Extremadura,NA,NA
2021-09-11,Galicia,NA,NA
2021-09-11,Madrid,NA,NA
2021-09-11,Melilla,NA,NA
2021-09-11,Murcia,NA,NA
2021-09-11,Navarra,NA,NA
2021-09-11,País Vasco,NA,NA
2021-09-11,La Rioja,NA,NA
2021-09-12,Andalucía,NA,NA
2021-09-12,Aragón,NA,NA
2021-09-12,Asturias,NA,NA
2021-09-12,Baleares,NA,NA
2021-09-12,Canarias,NA,NA
2021-09-12,Cantabria,NA,NA
2021-09-12,C. La Mancha,NA,NA
2021-09-12,C. León,NA,NA
2021-09-12,Cataluña,NA,NA
2021-09-12,Ceuta,NA,NA
2021-09-12,C. Valenciana,NA,NA
2021-09-12,Extremadura,NA,NA
2021-09-12,Galicia,NA,NA
2021-09-12,Madrid,NA,NA
2021-09-12,Melilla,NA,NA
2021-09-12,Murcia,NA,NA
2021-09-12,Navarra,NA,NA
2021-09-12,País Vasco,NA,NA
2021-09-12,La Rioja,NA,NA
2021-09-13,Andalucía,794609,101.83
2021-09-13,Aragón,159402,145.86
2021-09-13,Asturias,70668,42.89
2021-09-13,Baleares,97963,146.13
2021-09-13,Canarias,93635,80.01
2021-09-13,Cantabria,45482,151.31
2021-09-13,C. La Mancha,235070,152.06
2021-09-13,C. León,297877,100.34
2021-09-13,Cataluña,906168,120.84
2021-09-13,Ceuta,7425,241.09
2021-09-13,C. Valenciana,506564,83.34
2021-09-13,Extremadura,101690,160.15
2021-09-13,Galicia,185335,105.71
2021-09-13,Madrid,884428,131.11
2021-09-13,Melilla,10836,312.37
2021-09-13,Murcia,139172,120.3
2021-09-13,Navarra,82144,146.1
2021-09-13,País Vasco,257530,160.77
2021-09-13,La Rioja,39267,114.72
2021-09-14,Andalucía,795191,98.2
2021-09-14,Aragón,159538,144.2
2021-09-14,Asturias,70683,39.95
2021-09-14,Baleares,98069,141.18
2021-09-14,Canarias,93745,78.63
2021-09-14,Cantabria,45530,148.22
2021-09-14,C. La Mancha,235262,142.87
2021-09-14,C. León,298020,92.74
2021-09-14,Cataluña,906798,112.17
2021-09-14,Ceuta,7439,225.65
2021-09-14,C. Valenciana,506740,75.85
2021-09-14,Extremadura,101767,142.11
2021-09-14,Galicia,185431,97.16
2021-09-14,Madrid,884983,123.32
2021-09-14,Melilla,10847,291.7
2021-09-14,Murcia,139251,112.36
2021-09-14,Navarra,82171,138.08
2021-09-14,País Vasco,257776,154.92
2021-09-14,La Rioja,39285,105.34
2021-09-15,Andalucía,795815,88.96
2021-09-15,Aragón,159620,133.67
2021-09-15,Asturias,70695,35.73
2021-09-15,Baleares,98160,132.73
2021-09-15,Canarias,93870,77.07
2021-09-15,Cantabria,45530,148.22
2021-09-15,C. La Mancha,235470,127.17
2021-09-15,C. León,298185,85.51
2021-09-15,Cataluña,907754,109.71
2021-09-15,Ceuta,7456,223.27
2021-09-15,C. Valenciana,507101,70.67
2021-09-15,Extremadura,101811,124.25
2021-09-15,Galicia,185519,88.79
2021-09-15,Madrid,885566,113.17
2021-09-15,Melilla,10864,285.96
2021-09-15,Murcia,139333,97.67
2021-09-15,Navarra,82211,122.96
2021-09-15,País Vasco,257990,145.06
2021-09-15,La Rioja,39299,99.71
2021-09-16,Andalucía,796459,83.35
2021-09-16,Aragón,159751,128.03
2021-09-16,Asturias,70703,31.51
2021-09-16,Baleares,98258,128.38
2021-09-16,Canarias,93974,73.67
2021-09-16,Cantabria,45627,138.79
2021-09-16,C. La Mancha,235752,121.65
2021-09-16,C. León,298276,78
2021-09-16,Cataluña,908716,108.89
2021-09-16,Ceuta,7465,209.02
2021-09-16,C. Valenciana,507446,65.45
2021-09-16,Extremadura,101873,115.88
2021-09-16,Galicia,185639,82.39
2021-09-16,Madrid,886091,106
2021-09-16,Melilla,10876,257.25
2021-09-16,Murcia,139568,94.03
2021-09-16,Navarra,82260,114.79
2021-09-16,País Vasco,258280,137.58
2021-09-16,La Rioja,39310,88.77
2021-09-17,Andalucía,797042,79.28
2021-09-17,Aragón,159841,119.98
2021-09-17,Asturias,70721,27.39
2021-09-17,Baleares,98336,123.68
2021-09-17,Canarias,94098,71.97
2021-09-17,Cantabria,45652,128.67
2021-09-17,C. La Mancha,235946,112.36
2021-09-17,C. León,298395,73.45
2021-09-17,Cataluña,909294,104.03
2021-09-17,Ceuta,7469,201.9
2021-09-17,C. Valenciana,507728,62.72
2021-09-17,Extremadura,101930,104.7
2021-09-17,Galicia,185749,75.91
2021-09-17,Madrid,886598,100.72
2021-09-17,Melilla,10887,249.21
2021-09-17,Murcia,139703,92.9
2021-09-17,Navarra,82288,103.15
2021-09-17,País Vasco,258540,129.29
2021-09-17,La Rioja,39329,83.77
2021-09-18,Andalucía,NA,NA
2021-09-18,Aragón,NA,NA
2021-09-18,Asturias,NA,NA
2021-09-18,Baleares,NA,NA
2021-09-18,Canarias,NA,NA
2021-09-18,Cantabria,NA,NA
2021-09-18,C. La Mancha,NA,NA
2021-09-18,C. León,NA,NA
2021-09-18,Cataluña,NA,NA
2021-09-18,Ceuta,NA,NA
2021-09-18,C. Valenciana,NA,NA
2021-09-18,Extremadura,NA,NA
2021-09-18,Galicia,NA,NA
2021-09-18,Madrid,NA,NA
2021-09-18,Melilla,NA,NA
2021-09-18,Murcia,NA,NA
2021-09-18,Navarra,NA,NA
2021-09-18,País Vasco,NA,NA
2021-09-18,La Rioja,NA,NA
2021-09-19,Andalucía,NA,NA
2021-09-19,Aragón,NA,NA
2021-09-19,Asturias,NA,NA
2021-09-19,Baleares,NA,NA
2021-09-19,Canarias,NA,NA
2021-09-19,Cantabria,NA,NA
2021-09-19,C. La Mancha,NA,NA
2021-09-19,C. León,NA,NA
2021-09-19,Cataluña,NA,NA
2021-09-19,Ceuta,NA,NA
2021-09-19,C. Valenciana,NA,NA
2021-09-19,Extremadura,NA,NA
2021-09-19,Galicia,NA,NA
2021-09-19,Madrid,NA,NA
2021-09-19,Melilla,NA,NA
2021-09-19,Murcia,NA,NA
2021-09-19,Navarra,NA,NA
2021-09-19,País Vasco,NA,NA
2021-09-19,La Rioja,NA,NA
2021-09-20,Andalucía,798048,72.24
2021-09-20,Aragón,159978,101.17
2021-09-20,Asturias,70751,21.89
2021-09-20,Baleares,98549,113.18
2021-09-20,Canarias,94339,67.69
2021-09-20,Cantabria,45771,112.88
2021-09-20,C. La Mancha,236284,101.26
2021-09-20,C. León,298570,62.88
2021-09-20,Cataluña,910484,103.52
2021-09-20,Ceuta,7488,176.96
2021-09-20,C. Valenciana,508249,58.43
2021-09-20,Extremadura,102057,87.13
2021-09-20,Galicia,185986,61.66
2021-09-20,Madrid,887373,91.79
2021-09-20,Melilla,10907,188.34
2021-09-20,Murcia,140000,92.77
2021-09-20,Navarra,82356,90.59
2021-09-20,País Vasco,258979,112.99
2021-09-20,La Rioja,39365,70.02
2021-09-21,Andalucía,798368,68.23
2021-09-21,Aragón,160070,98.84
2021-09-21,Asturias,70751,21.89
2021-09-21,Baleares,98633,109
2021-09-21,Canarias,94421,66.45
2021-09-21,Cantabria,45808,109.28
2021-09-21,C. La Mancha,236378,94.22
2021-09-21,C. León,298679,59.38
2021-09-21,Cataluña,911039,95.26
2021-09-21,Ceuta,7496,172.2
2021-09-21,C. Valenciana,508436,55.64
2021-09-21,Extremadura,102099,78.95
2021-09-21,Galicia,186043,57.22
2021-09-21,Madrid,887800,88.22
2021-09-21,Melilla,10920,188.34
2021-09-21,Murcia,140093,89.4
2021-09-21,Navarra,82378,83.94
2021-09-21,País Vasco,259201,107.86
2021-09-21,La Rioja,39371,64.7
2021-09-22,Andalucía,798837,64.29
2021-09-22,Aragón,160212,95.76
2021-09-22,Asturias,70774,19.34
2021-09-22,Baleares,98698,103.97
2021-09-22,Canarias,94521,65.07
2021-09-22,Cantabria,45848,105.85
2021-09-22,C. La Mancha,236469,83.17
2021-09-22,C. León,298781,53.7
2021-09-22,Cataluña,911627,88.98
2021-09-22,Ceuta,7508,162.7
2021-09-22,C. Valenciana,508697,54.04
2021-09-22,Extremadura,102107,68.8
2021-09-22,Galicia,186139,54.7
2021-09-22,Madrid,888309,82.85
2021-09-22,Melilla,10927,171.11
2021-09-22,Murcia,140200,86.42
2021-09-22,Navarra,82404,79.4
2021-09-22,País Vasco,259387,101.6
2021-09-22,La Rioja,39379,61.27
2021-09-23,Andalucía,799318,62.69
2021-09-23,Aragón,160296,92.9
2021-09-23,Asturias,70784,18.06
2021-09-23,Baleares,98791,100.72
2021-09-23,Canarias,94598,61.72
2021-09-23,Cantabria,45892,103.62
2021-09-23,C. La Mancha,236711,82.83
2021-09-23,C. León,298854,52.78
2021-09-23,Cataluña,912477,87.46
2021-09-23,Ceuta,7514,152.02
2021-09-23,C. Valenciana,508907,53.13
2021-09-23,Extremadura,102163,68.05
2021-09-23,Galicia,186198,50.04
2021-09-23,Madrid,888709,78.78
2021-09-23,Melilla,10937,171.11
2021-09-23,Murcia,140326,85.82
2021-09-23,Navarra,82420,70.02
2021-09-23,País Vasco,259562,96.69
2021-09-23,La Rioja,39398,61.58
2021-09-24,Andalucía,799867,60.91
2021-09-24,Aragón,160382,88.61
2021-09-24,Asturias,70801,17.77
2021-09-24,Baleares,98856,92.95
2021-09-24,Canarias,94681,60.39
2021-09-24,Cantabria,45936,100.19
2021-09-24,C. La Mancha,236883,78.62
2021-09-24,C. León,298925,49.06
2021-09-24,Cataluña,913160,85.69
2021-09-24,Ceuta,7516,142.51
2021-09-24,C. Valenciana,509137,52.66
2021-09-24,Extremadura,102202,63.44
2021-09-24,Galicia,186258,45.97
2021-09-24,Madrid,889089,76.65
2021-09-24,Melilla,10946,167.67
2021-09-24,Murcia,140419,83.24
2021-09-24,Navarra,82441,65.49
2021-09-24,País Vasco,259688,92.01
2021-09-24,La Rioja,39414,58.45
2021-09-25,Andalucía,NA,NA
2021-09-25,Aragón,NA,NA
2021-09-25,Asturias,NA,NA
2021-09-25,Baleares,NA,NA
2021-09-25,Canarias,NA,NA
2021-09-25,Cantabria,NA,NA
2021-09-25,C. La Mancha,NA,NA
2021-09-25,C. León,NA,NA
2021-09-25,Cataluña,NA,NA
2021-09-25,Ceuta,NA,NA
2021-09-25,C. Valenciana,NA,NA
2021-09-25,Extremadura,NA,NA
2021-09-25,Galicia,NA,NA
2021-09-25,Madrid,NA,NA
2021-09-25,Melilla,NA,NA
2021-09-25,Murcia,NA,NA
2021-09-25,Navarra,NA,NA
2021-09-25,País Vasco,NA,NA
2021-09-25,La Rioja,NA,NA
2021-09-26,Andalucía,NA,NA
2021-09-26,Aragón,NA,NA
2021-09-26,Asturias,NA,NA
2021-09-26,Baleares,NA,NA
2021-09-26,Canarias,NA,NA
2021-09-26,Cantabria,NA,NA
2021-09-26,C. La Mancha,NA,NA
2021-09-26,C. León,NA,NA
2021-09-26,Cataluña,NA,NA
2021-09-26,Ceuta,NA,NA
2021-09-26,C. Valenciana,NA,NA
2021-09-26,Extremadura,NA,NA
2021-09-26,Galicia,NA,NA
2021-09-26,Madrid,NA,NA
2021-09-26,Melilla,NA,NA
2021-09-26,Murcia,NA,NA
2021-09-26,Navarra,NA,NA
2021-09-26,País Vasco,NA,NA
2021-09-26,La Rioja,NA,NA
2021-09-27,Andalucía,800641,56.79
2021-09-27,Aragón,160568,86.51
2021-09-27,Asturias,70845,17.28
2021-09-27,Baleares,99055,86.38
2021-09-27,Canarias,94903,57.17
2021-09-27,Cantabria,46023,92.64
2021-09-27,C. La Mancha,237211,74.08
2021-09-27,C. León,299053,43.47
2021-09-27,Cataluña,914387,85.64
2021-09-27,Ceuta,7535,130.64
2021-09-27,C. Valenciana,509594,50.54
2021-09-27,Extremadura,102284,56.96
2021-09-27,Galicia,186390,37.31
2021-09-27,Madrid,889694,71.82
2021-09-27,Melilla,10961,143.55
2021-09-27,Murcia,140595,84.57
2021-09-27,Navarra,82454,53.24
2021-09-27,País Vasco,260013,82.23
2021-09-27,La Rioja,39434,51.58
2021-09-28,Andalucía,800964,54.48
2021-09-28,Aragón,160656,83.8
2021-09-28,Asturias,70857,16.88
2021-09-28,Baleares,99165,86.04
2021-09-28,Canarias,95013,57.26
2021-09-28,Cantabria,46066,91.78
2021-09-28,C. La Mancha,237323,68.26
2021-09-28,C. León,299124,42.05
2021-09-28,Cataluña,914880,78.92
2021-09-28,Ceuta,7538,117.57
2021-09-28,C. Valenciana,509779,49.12
2021-09-28,Extremadura,102333,55.36
2021-09-28,Galicia,186424,35.35
2021-09-28,Madrid,890088,69.53
2021-09-28,Melilla,10970,140.11
2021-09-28,Murcia,140685,83.97
2021-09-28,Navarra,82480,52.93
2021-09-28,País Vasco,260145,77.91
2021-09-28,La Rioja,39440,48.14
2021-09-29,Andalucía,801281,51.07
2021-09-29,Aragón,160734,83.35
2021-09-29,Asturias,70874,17.37
2021-09-29,Baleares,99234,83.39
2021-09-29,Canarias,95108,55.88
2021-09-29,Cantabria,46116,91.44
2021-09-29,C. La Mancha,237463,63.47
2021-09-29,C. León,299238,39.54
2021-09-29,Cataluña,915835,79.6
2021-09-29,Ceuta,7542,102.14
2021-09-29,C. Valenciana,510005,47.95
2021-09-29,Extremadura,102388,55.55
2021-09-29,Galicia,186460,32.83
2021-09-29,Madrid,890485,66.9
2021-09-29,Melilla,10979,127.47
2021-09-29,Murcia,140739,81.12
2021-09-29,Navarra,82507,50.36
2021-09-29,País Vasco,260253,73.77
2021-09-29,La Rioja,39450,46.26
2021-09-30,Andalucía,801687,50.03
2021-09-30,Aragón,160838,81.47
2021-09-30,Asturias,70886,17.77
2021-09-30,Baleares,99302,81.43
2021-09-30,Canarias,95204,55.93
2021-09-30,Cantabria,46153,89.89
2021-09-30,C. La Mancha,237630,61.75
2021-09-30,C. León,299315,39.46
2021-09-30,Cataluña,916409,79.66
2021-09-30,Ceuta,7546,96.2
2021-09-30,C. Valenciana,510188,46.25
2021-09-30,Extremadura,102409,52.26
2021-09-30,Galicia,186495,29.79
2021-09-30,Madrid,890839,64.23
2021-09-30,Melilla,10997,136.66
2021-09-30,Murcia,140806,76.89
2021-09-30,Navarra,82524,45.67
2021-09-30,País Vasco,260392,68.77
2021-09-30,La Rioja,39471,50.01
2021-10-01,Andalucía,802007,47.73
2021-10-01,Aragón,160943,82.07
2021-10-01,Asturias,70893,16.78
2021-10-01,Baleares,99330,77.25
2021-10-01,Canarias,95264,53.36
2021-10-01,Cantabria,46197,93.15
2021-10-01,C. La Mancha,237754,57.55
2021-10-01,C. León,299381,38.58
2021-10-01,Cataluña,917188,80.65
2021-10-01,Ceuta,7549,95.01
2021-10-01,C. Valenciana,510366,45.72
2021-10-01,Extremadura,102466,53.29
2021-10-01,Galicia,186537,27.17
2021-10-01,Madrid,890839,64.23
2021-10-01,Melilla,11003,130.92
2021-10-01,Murcia,140867,73.12
2021-10-01,Navarra,82553,46.28
2021-10-01,País Vasco,260511,66.02
2021-10-01,La Rioja,39480,47.2
2021-10-02,Andalucía,NA,NA
2021-10-02,Aragón,NA,NA
2021-10-02,Asturias,NA,NA
2021-10-02,Baleares,NA,NA
2021-10-02,Canarias,NA,NA
2021-10-02,Cantabria,NA,NA
2021-10-02,C. La Mancha,NA,NA
2021-10-02,C. León,NA,NA
2021-10-02,Cataluña,NA,NA
2021-10-02,Ceuta,NA,NA
2021-10-02,C. Valenciana,NA,NA
2021-10-02,Extremadura,NA,NA
2021-10-02,Galicia,NA,NA
2021-10-02,Madrid,NA,NA
2021-10-02,Melilla,NA,NA
2021-10-02,Murcia,NA,NA
2021-10-02,Navarra,NA,NA
2021-10-02,País Vasco,NA,NA
2021-10-02,La Rioja,NA,NA
2021-10-03,Andalucía,NA,NA
2021-10-03,Aragón,NA,NA
2021-10-03,Asturias,NA,NA
2021-10-03,Baleares,NA,NA
2021-10-03,Canarias,NA,NA
2021-10-03,Cantabria,NA,NA
2021-10-03,C. La Mancha,NA,NA
2021-10-03,C. León,NA,NA
2021-10-03,Cataluña,NA,NA
2021-10-03,Ceuta,NA,NA
2021-10-03,C. Valenciana,NA,NA
2021-10-03,Extremadura,NA,NA
2021-10-03,Galicia,NA,NA
2021-10-03,Madrid,NA,NA
2021-10-03,Melilla,NA,NA
2021-10-03,Murcia,NA,NA
2021-10-03,Navarra,NA,NA
2021-10-03,País Vasco,NA,NA
2021-10-03,La Rioja,NA,NA
2021-10-04,Andalucía,802463,42.66
2021-10-04,Aragón,161198,81.32
2021-10-04,Asturias,70914,16.1
2021-10-04,Baleares,99445,67.86
2021-10-04,Canarias,95443,50.64
2021-10-04,Cantabria,46271,85.43
2021-10-04,C. La Mancha,238011,54.71
2021-10-04,C. León,299477,35.62
2021-10-04,Cataluña,918296,81.9
2021-10-04,Ceuta,7560,85.51
2021-10-04,C. Valenciana,510708,42.89
2021-10-04,Extremadura,102557,51.5
2021-10-04,Galicia,186639,22.95
2021-10-04,Madrid,891593,56.73
2021-10-04,Melilla,11014,117.14
2021-10-04,Murcia,140984,64.58
2021-10-04,Navarra,82623,47.34
2021-10-04,País Vasco,260704,58.86
2021-10-04,La Rioja,39499,41.89
2021-10-05,Andalucía,802680,40.68
2021-10-05,Aragón,161270,79.21
2021-10-05,Asturias,70920,15.51
2021-10-05,Baleares,99494,68.46
2021-10-05,Canarias,95489,48.81
2021-10-05,Cantabria,46301,84.23
2021-10-05,C. La Mancha,238157,51.29
2021-10-05,C. León,299537,34.45
2021-10-05,Cataluña,918735,80.14
2021-10-05,Ceuta,7563,79.57
2021-10-05,C. Valenciana,510847,41.33
2021-10-05,Extremadura,102580,50
2021-10-05,Galicia,186673,21.95
2021-10-05,Madrid,891982,55.81
2021-10-05,Melilla,11018,112.55
2021-10-05,Murcia,141036,61.34
2021-10-05,Navarra,82619,44.01
2021-10-05,País Vasco,260794,57.87
2021-10-05,La Rioja,39505,41.57
2021-10-06,Andalucía,802942,37.96
2021-10-06,Aragón,161349,75.15
2021-10-06,Asturias,70926,15.12
2021-10-06,Baleares,99564,67.77
2021-10-06,Canarias,95551,47.24
2021-10-06,Cantabria,46330,82
2021-10-06,C. La Mancha,238301,47.38
2021-10-06,C. León,299600,33.11
2021-10-06,Cataluña,919548,80.92
2021-10-06,Ceuta,7563,65.32
2021-10-06,C. Valenciana,510983,39.74
2021-10-06,Extremadura,102609,48.4
2021-10-06,Galicia,186707,19.76
2021-10-06,Madrid,892402,55.12
2021-10-06,Melilla,11020,103.36
2021-10-06,Murcia,141093,57.3
2021-10-06,Navarra,82625,41.14
2021-10-06,País Vasco,260881,56.2
2021-10-06,La Rioja,39509,40.32
2021-10-07,Andalucía,803238,36.42
2021-10-07,Aragón,161423,73.34
2021-10-07,Asturias,70937,15.12
2021-10-07,Baleares,99620,65.47
2021-10-07,Canarias,95604,46.37
2021-10-07,Cantabria,46360,79.43
2021-10-07,C. La Mancha,238535,46.6
2021-10-07,C. León,299666,32.74
2021-10-07,Cataluña,919883,76.46
2021-10-07,Ceuta,7564,59.38
2021-10-07,C. Valenciana,511109,38.06
2021-10-07,Extremadura,102653,47.09
2021-10-07,Galicia,186744,19.02
2021-10-07,Madrid,892668,52.69
2021-10-07,Melilla,11022,96.47
2021-10-07,Murcia,141126,52.08
2021-10-07,Navarra,82657,43.41
2021-10-07,País Vasco,260981,55.66
2021-10-07,La Rioja,39520,38.14
2021-10-08,Andalucía,803462,34.7
2021-10-08,Aragón,161509,70.93
2021-10-08,Asturias,70950,14.82
2021-10-08,Baleares,99666,64.36
2021-10-08,Canarias,95666,45.86
2021-10-08,Cantabria,46394,77.71
2021-10-08,C. La Mancha,238673,45.08
2021-10-08,C. León,299754,33.65
2021-10-08,Cataluña,920721,77.57
2021-10-08,Ceuta,7568,61.76
2021-10-08,C. Valenciana,511261,37.04
2021-10-08,Extremadura,102687,47.09
2021-10-08,Galicia,186782,17.95
2021-10-08,Madrid,893017,51.58
2021-10-08,Melilla,11026,90.73
2021-10-08,Murcia,141188,49.56
2021-10-08,Navarra,82678,42.65
2021-10-08,País Vasco,261091,55.57
2021-10-08,La Rioja,39526,34.7
2021-10-09,Andalucía,NA,NA
2021-10-09,Aragón,NA,NA
2021-10-09,Asturias,NA,NA
2021-10-09,Baleares,NA,NA
2021-10-09,Canarias,NA,NA
2021-10-09,Cantabria,NA,NA
2021-10-09,C. La Mancha,NA,NA
2021-10-09,C. León,NA,NA
2021-10-09,Cataluña,NA,NA
2021-10-09,Ceuta,NA,NA
2021-10-09,C. Valenciana,NA,NA
2021-10-09,Extremadura,NA,NA
2021-10-09,Galicia,NA,NA
2021-10-09,Madrid,NA,NA
2021-10-09,Melilla,NA,NA
2021-10-09,Murcia,NA,NA
2021-10-09,Navarra,NA,NA
2021-10-09,País Vasco,NA,NA
2021-10-09,La Rioja,NA,NA
2021-10-10,Andalucía,NA,NA
2021-10-10,Aragón,NA,NA
2021-10-10,Asturias,NA,NA
2021-10-10,Baleares,NA,NA
2021-10-10,Canarias,NA,NA
2021-10-10,Cantabria,NA,NA
2021-10-10,C. La Mancha,NA,NA
2021-10-10,C. León,NA,NA
2021-10-10,Cataluña,NA,NA
2021-10-10,Ceuta,NA,NA
2021-10-10,C. Valenciana,NA,NA
2021-10-10,Extremadura,NA,NA
2021-10-10,Galicia,NA,NA
2021-10-10,Madrid,NA,NA
2021-10-10,Melilla,NA,NA
2021-10-10,Murcia,NA,NA
2021-10-10,Navarra,NA,NA
2021-10-10,País Vasco,NA,NA
2021-10-10,La Rioja,NA,NA
2021-10-11,Andalucía,803876,31.54
2021-10-11,Aragón,161616,64.62
2021-10-11,Asturias,71003,15.7
2021-10-11,Baleares,99803,58.13
2021-10-11,Canarias,95830,41.59
2021-10-11,Cantabria,46453,73.08
2021-10-11,C. La Mancha,238933,44.59
2021-10-11,C. León,299890,33.61
2021-10-11,Cataluña,921841,78.03
2021-10-11,Ceuta,7570,42.75
2021-10-11,C. Valenciana,511551,34.78
2021-10-11,Extremadura,102763,46.43
2021-10-11,Galicia,186863,16.58
2021-10-11,Madrid,893471,48.42
2021-10-11,Melilla,11038,81.54
2021-10-11,Murcia,141310,45.72
2021-10-11,Navarra,82742,44.62
2021-10-11,País Vasco,261353,53.5
2021-10-11,La Rioja,39542,34.07
2021-10-12,Andalucía,NA,NA
2021-10-12,Aragón,NA,NA
